_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one,choose_one:confidence,choose_one_gold,predicted,text_no_rt,tweet
204692739,false,finalized,4,10/5/2012 05:09:26,Informative (Direct or Indirect),0.7596,,Personal message,Sooo We Gt A Tornado Watch Here... #Ugh I Hate Dhis !,Sooo We Gt A Tornado Watch Here... #Ugh I Hate Dhis !
204692740,false,finalized,3,10/5/2012 14:05:42,Informative (Direct),0.6782,,Personal message,I'm scared!!!!! Tornado!!!!,I'm scared!!!!! Tornado!!!!
204692741,false,finalized,3,10/3/2012 00:47:56,Informative (Indirect),0.6622,,Informative (Direct),Tornado Watch issued May 24 at 7:33PM CDT expiring May 24 at 10:00PM CDT by NWS Norman-Oklahoma City... http://bit.ly/iEqPjm  #okwx,Tornado Watch issued May 24 at 7:33PM CDT expiring May 24 at 10:00PM CDT by NWS Norman-Oklahoma City... http://bit.ly/iEqPjm  #okwx
204692742,false,finalized,3,10/6/2012 03:00:59,Informative (Direct or Indirect),0.6867,,Personal message,the local tornado warning has been upgraded to a tornado watch.. GASP!,the local tornado warning has been upgraded to a tornado watch.. GASP!
204692743,false,finalized,4,10/5/2012 03:56:56,Informative (Direct or Indirect),0.5143,,Personal message,The storm is stretching from texas to kansas,"RT @cthone: ""The storm is stretching from texas to kansas"". Or in other words its going to blanket all of arkansas. #arwx #fml"
204692744,false,finalized,3,10/3/2012 21:13:50,Informative (Direct),0.6539,,Personal message,Word is that our semi driver that was hit by the tornado near Shawnee has minor injuries #okwx,Word is that our semi driver that was hit by the tornado near Shawnee has minor injuries #okwx
204692745,false,finalized,3,10/3/2012 09:42:30,Informative (Direct or Indirect),1.0,,Personal message,gainseville texas tornado warning,gainseville texas tornado warning
204692746,false,finalized,3,10/5/2012 13:36:23,Personal only,0.6924,,Personal message,Our parents have decided that @nicole_lexus's boots are good tornado shoes hahaha,Our parents have decided that @nicole_lexus's boots are good tornado shoes hahaha
204692747,false,finalized,3,10/6/2012 00:45:18,Personal only,0.6688,,Personal message,please pray for the tornado victims.. PLEASE..,RT @ddlovato: please pray for the tornado victims.. PLEASE..
204692748,false,finalized,5,10/5/2012 09:45:52,Informative (Direct),0.3997,,Personal message,@RobAlgoziniJr shit yea TX now! It's ugly over here and we are far from the tornado area but have storm watch,@RobAlgoziniJr shit yea TX now! It's ugly over here and we are far from the tornado area but have storm watch
204692749,false,finalized,3,10/3/2012 18:10:07,Personal only,1.0,,Personal message,Libs should be helping & supporting the tornado vicims not exploiting them for their political views regarding global warming.,Libs should be helping & supporting the tornado vicims not exploiting them for their political views regarding global warming.
204692750,false,finalized,3,10/3/2012 23:48:52,Personal only,0.696,,Personal message,Yea now we're under a tornado warning. This is exhausting!,Yea now we're under a tornado warning. This is exhausting!
204692751,false,finalized,3,10/4/2012 21:14:39,Other,1.0,,Personal message,@LasBarVondysTx QUE DIOS TE BENDIGA! QUE MIEDO ES EN CERIO QUE VA A HABER UN TORNADO?,@LasBarVondysTx QUE DIOS TE BENDIGA! QUE MIEDO ES EN CERIO QUE VA A HABER UN TORNADO?
204692752,false,finalized,3,10/6/2012 01:36:48,Informative (Direct or Indirect),0.3569,,Personal message,Tornado Warning  ahhhhhh,Tornado Warning  ahhhhhh
204692753,false,finalized,3,10/4/2012 13:37:54,Informative (Direct or Indirect),0.3494,,Informative (Direct),First Baptist Church in Piedmont opening up as shelter...please help get word out! #okwx,RT @InYourCorner: First Baptist Church in Piedmont opening up as shelter...please help get word out! #okwx
204692754,false,finalized,4,10/5/2012 14:27:25,Informative (Direct),1.0,,Informative (Direct),Apparently drove through the rain wrapped tornado while heading home through Noble. #ihateoklahomaweather. Thank you hail. NOT.,Apparently drove through the rain wrapped tornado while heading home through Noble. #ihateoklahomaweather. Thank you hail. NOT.
204692755,false,finalized,3,10/5/2012 13:42:30,Informative (Direct or Indirect),0.6585,,Personal message,Tornado warning just issued.,Tornado warning just issued.
204692756,false,finalized,5,10/5/2012 03:54:30,Personal only,0.4363,,Personal message,Be safe #Oklahoma playing dodge that tornado. #severeweather,Be safe #Oklahoma playing dodge that tornado. #severeweather
204692757,false,finalized,5,10/5/2012 09:48:05,Personal only,0.6285,,Personal message,Got to use our basement for the second time since 2007... Just about done riding out the tornado warning.,Got to use our basement for the second time since 2007... Just about done riding out the tornado warning.
204692758,false,finalized,7,10/3/2012 23:41:39,Personal only,1.0,,Personal message,please pray for the tornado victims.. PLEASE..,RT @ddlovato: please pray for the tornado victims.. PLEASE..
204692759,false,finalized,4,10/5/2012 09:48:05,Personal only,0.779,,Personal message,I wonder if kc is under a tornado watch?  Have not heard anything.,I wonder if kc is under a tornado watch?  Have not heard anything.
204692760,false,finalized,3,10/5/2012 14:40:29,Personal only,1.0,,Informative (Direct),A multi vortex tornado is scarier than a tsunami,A multi vortex tornado is scarier than a tsunami
204692761,false,finalized,5,10/5/2012 01:23:43,Informative (Direct or Indirect),0.6117,,Informative (Direct),Cantor is holding tornado victims HOSTAGE to his #failed budget!  NO AID WITHOUT PASSING HIS PLAN #mizzou #joplin #GO ...,RT @Archivist1000: Cantor is holding tornado victims HOSTAGE to his #failed budget!  NO AID WITHOUT PASSING HIS PLAN #mizzou #joplin #GO ...
204692762,false,finalized,6,10/4/2012 07:54:17,Personal only,1.0,,Personal message,Had several adult beverages during/after the tornado...,Had several adult beverages during/after the tornado...
204692763,false,finalized,3,10/3/2012 05:23:29,Informative (Indirect),0.6364,,Informative (Direct),Here we go again...A Tornado Watch is in effect until 3:00 am for Buchanan Caldwell Clinton Platte.,RT @bblevins: Here we go again...A Tornado Watch is in effect until 3:00 am for Buchanan Caldwell Clinton Platte.
204692764,false,finalized,3,10/5/2012 19:06:27,Personal only,0.6999,,Personal message,@blakeshelton I was streaming online and viewing the damage. So hard to watch. Saw a lil girl walking around tornado damaged home :(.,@blakeshelton I was streaming online and viewing the damage. So hard to watch. Saw a lil girl walking around tornado damaged home :(.
204692765,false,finalized,4,10/4/2012 07:31:53,Informative (Indirect),0.7808,,Personal message,Death toll rises to 118 as Missouri braces for more bad weather: The death toll from the tornado that burst thro... http://bit.ly/kLk9Mx,Death toll rises to 118 as Missouri braces for more bad weather: The death toll from the tornado that burst thro... http://bit.ly/kLk9Mx
204692766,false,finalized,3,10/5/2012 08:42:20,Personal only,0.6886,,Personal message,Hey remember that time that tornado hit independence and destroyed the Arby's?,Hey remember that time that tornado hit independence and destroyed the Arby's?
204692767,false,finalized,4,10/5/2012 09:43:50,Informative (Direct or Indirect),1.0,,Personal message,@ottguy Holy shit the tornado that hit Joplin was officially classified as an F5 w sustained winds of 340 km/h. :O,@ottguy Holy shit the tornado that hit Joplin was officially classified as an F5 w sustained winds of 340 km/h. :O
204692768,false,finalized,5,10/4/2012 23:28:52,Informative (Indirect),0.4194,,Personal message,tornado watch #amazing,tornado watch #amazing
204692769,false,finalized,3,10/3/2012 22:14:00,Personal only,1.0,,Personal message,@kfor absolutely fantastic coverage with your #tornado coverage. watching from central massachusetts. my prayers are with you,@kfor absolutely fantastic coverage with your #tornado coverage. watching from central massachusetts. my prayers are with you
204692770,false,finalized,3,10/5/2012 03:00:35,Informative (Direct),0.6871,,Personal message,Waiting and watching for tornados and hail... tornado near fort worth..eek!!!!,Waiting and watching for tornados and hail... tornado near fort worth..eek!!!!
204692771,false,finalized,4,10/5/2012 00:34:46,Informative (Direct),0.7368,,Personal message,Just took cover...damn Tornado landed about 15 minutes ago. Sirens and alarms are going off like crazy.,RT @Darkskin: Just took cover...damn Tornado landed about 15 minutes ago. Sirens and alarms are going off like crazy.
204692772,false,finalized,3,10/3/2012 19:18:49,Informative (Direct or Indirect),1.0,,Personal message,Tulsa area start taking precautions now. The storm is closing in on the metro area. Stay safe. Don't take chances. #okwx,Tulsa area start taking precautions now. The storm is closing in on the metro area. Stay safe. Don't take chances. #okwx
204692773,false,finalized,3,10/3/2012 19:14:06,Informative (Direct),0.3696,,Personal message,TORNADO WARNING!!!!!,TORNADO WARNING!!!!!
204692774,false,finalized,3,10/5/2012 13:37:20,Personal only,1.0,,Personal message,@katiekathleen tornado face indeed!,@katiekathleen tornado face indeed!
204692775,false,finalized,4,10/5/2012 00:33:32,Personal only,0.7705,,Personal message,@chrisjaber you guys are just jealous of our cookies and our comfy tornado shelter.,@chrisjaber you guys are just jealous of our cookies and our comfy tornado shelter.
204692776,false,finalized,4,10/4/2012 00:10:47,Other,0.5258,,Personal message,any HAM operators in #OK Tweeps let find them and get the word out #Anonymous #Anonymiss #OKwx #severwx,any HAM operators in #OK Tweeps let find them and get the word out #Anonymous #Anonymiss #OKwx #severwx
204692777,false,finalized,4,10/5/2012 02:07:58,Informative (Direct or Indirect),0.6865,,Personal message,We are under a tornado watch until 1:23am.,We are under a tornado watch until 1:23am.
204692778,false,finalized,3,10/3/2012 18:16:19,Personal only,0.6852,,Personal message,@nancyj87 I give up altogether trying to figure this out. At one point during the tornado warning the SUN came out! hahah I dunno anymore..,@nancyj87 I give up altogether trying to figure this out. At one point during the tornado warning the SUN came out! hahah I dunno anymore..
204692779,false,finalized,4,10/5/2012 03:53:53,Personal only,1.0,,Personal message,please pray for the tornado victims.. PLEASE..,RT @ddlovato: please pray for the tornado victims.. PLEASE..
204692780,false,finalized,3,10/3/2012 01:46:57,Informative (Direct),1.0,,Informative (Direct),Oh sh!t #Tornado watch here in lake Dallas the siren just came on,Oh sh!t #Tornado watch here in lake Dallas the siren just came on
204692781,false,finalized,3,10/4/2012 17:03:13,Personal only,0.6843,,Personal message,Have you ever noticed that those tornado warnings always come on during the show and never during the commercials?,Have you ever noticed that those tornado warnings always come on during the show and never during the commercials?
204692782,false,finalized,3,10/6/2012 01:35:00,Informative (Direct or Indirect),0.6949,,Personal message,Tornado Warning.!!!,Tornado Warning.!!!
204692783,false,finalized,5,10/5/2012 00:17:47,Personal only,1.0,,Personal message,please pray for the tornado victims.. PLEASE..,RT @ddlovato: please pray for the tornado victims.. PLEASE..
204692784,false,finalized,4,10/5/2012 01:17:55,Informative (Direct or Indirect),0.7597,,Informative (Direct),@SlicedSmoke14 It get worse... Dallas and Forth Worth is about to be under tornado warning.,@SlicedSmoke14 It get worse... Dallas and Forth Worth is about to be under tornado warning.
204692785,false,finalized,3,10/5/2012 11:07:45,Personal only,1.0,,Informative (Direct),@ShrenAKO Wait...are you still on a tornado watch?!,@ShrenAKO Wait...are you still on a tornado watch?!
204692786,false,finalized,3,10/3/2012 18:48:49,Other,1.0,,Personal message,EE.UU.: Al menos 122 muertos y 750 heridos por tornado en Misuri http://ow.ly/52g6Y,EE.UU.: Al menos 122 muertos y 750 heridos por tornado en Misuri http://ow.ly/52g6Y
204692787,false,finalized,4,10/5/2012 04:05:19,Personal only,1.0,,Personal message,Watching American Idol and hoping that tornado warned storms miss us,Watching American Idol and hoping that tornado warned storms miss us
204692788,false,finalized,3,10/5/2012 13:34:56,Informative (Direct or Indirect),1.0,,Informative (Direct),Tornado Warning !!!! Denton People take cover tho real t its suppose to come through yall soon! God Bless ! Pray to Moloch ASAP !,Tornado Warning !!!! Denton People take cover tho real t its suppose to come through yall soon! God Bless ! Pray to Moloch ASAP !
204692789,false,finalized,3,10/4/2012 13:39:26,Informative (Direct or Indirect),0.3659,,Other,tornado on the grond in ft worth and the stop covering it to show glee?! I miss Gary England... And his drinking game,tornado on the grond in ft worth and the stop covering it to show glee?! I miss Gary England... And his drinking game
204692790,false,finalized,5,10/5/2012 01:04:51,Informative (Indirect),0.606,,Personal message,124 Dead as More Tornadoes Head to Joplin Mo.: The death toll from the monster tornado that struck Joplin Mo.... http://bit.ly/kNbONO,124 Dead as More Tornadoes Head to Joplin Mo.: The death toll from the monster tornado that struck Joplin Mo.... http://bit.ly/kNbONO
204692791,false,finalized,4,10/5/2012 03:12:29,Informative (Direct or Indirect),1.0,,Personal message,@spreadingJOY yes ..we are in tornado season!! big line of storms still heading east thru the state,@spreadingJOY yes ..we are in tornado season!! big line of storms still heading east thru the state
204692792,false,finalized,4,10/4/2012 07:53:25,Informative (Direct or Indirect),0.7627,,Informative (Direct),118 people died during the Tornado in Missouri....so sad :(,118 people died during the Tornado in Missouri....so sad :(
204692793,false,finalized,3,10/5/2012 13:57:25,Personal only,0.6249,,Personal message,I peed two time in the back of the bus hehehe during a tornado watcj/warning,I peed two time in the back of the bus hehehe during a tornado watcj/warning
204692794,false,finalized,5,10/5/2012 04:02:45,Informative (Direct or Indirect),1.0,,Personal message,#Joplin #severe threat accelerated!    2 hours from now.   RIGHT NOW Damaging winds and hail appear to be biggest threat.,RT @JimCantore: #Joplin #severe threat accelerated!    2 hours from now.   RIGHT NOW Damaging winds and hail appear to be biggest threat.
204692795,false,finalized,5,10/5/2012 02:15:23,Informative (Direct or Indirect),0.7801,,Personal message,tornado warning denton!,tornado warning denton!
204692796,false,finalized,3,10/3/2012 02:06:27,Informative (Direct),0.3636,,Personal message,Damn dat tornado was fckn huge as shit!,Damn dat tornado was fckn huge as shit!
204692797,false,finalized,3,10/4/2012 17:09:42,Informative (Direct),0.6844,,Informative (Direct),"Tornado Watch issued for my area through 3am. As bad as tornadoes have been lately I'm glad to have a weatheer radio & tornado """"safe spot"""".","Tornado Watch issued for my area through 3am. As bad as tornadoes have been lately I'm glad to have a weatheer radio & tornado ""safe spot""."
204692798,false,finalized,3,10/6/2012 01:48:35,Personal only,0.695,,Personal message,Glad that my kids and I are safe. Sad cause I will not be able 2 finish my mix show 2night #okwx,Glad that my kids and I are safe. Sad cause I will not be able 2 finish my mix show 2night #okwx
204692799,false,finalized,3,10/4/2012 01:57:58,Personal only,0.6586,,Informative (Direct),Pray for everyone that got hit by tornado :(,RT @PrettyBANGBANG: Pray for everyone that got hit by tornado :(
204692800,false,finalized,4,10/4/2012 22:14:46,Personal only,1.0,,Personal message,God bless us all here in Ardmore a tornado is coming :'( I love u all!,God bless us all here in Ardmore a tornado is coming :'( I love u all!
204692801,false,finalized,4,10/3/2012 23:08:29,Informative (Direct),0.747,,Personal message,@wfaaweather Tornado sirens going off in Bedford. Why is Dancing with the stars on???,@wfaaweather Tornado sirens going off in Bedford. Why is Dancing with the stars on???
204692802,false,finalized,4,10/5/2012 03:19:39,Personal only,0.6967,,Personal message,Let us offer a short prayer for those peeps hit by the tornado in Oklahoma. God bless them.,Let us offer a short prayer for those peeps hit by the tornado in Oklahoma. God bless them.
204692803,false,finalized,4,10/5/2012 11:09:56,Informative (Direct),0.5516,,Informative (Direct),Tornado showing up on myownradar at www.wfaa.com/myownradar.  Click on INTENSE ROTATION. -sm,Tornado showing up on myownradar at www.wfaa.com/myownradar.  Click on INTENSE ROTATION. -sm
204692804,false,finalized,3,10/6/2012 03:37:35,Personal only,0.6877,,Personal message,Tornado warnings everywhere #whatthemess,Tornado warnings everywhere #whatthemess
204692805,false,finalized,3,10/5/2012 13:28:44,Informative (Indirect),0.6563,,Informative (Direct),@andersoncooper Stay safe! Just saw terrifying freaky footage of a telephone pole going over a car in OK today during a tornado!,@andersoncooper Stay safe! Just saw terrifying freaky footage of a telephone pole going over a car in OK today during a tornado!
204692806,false,finalized,3,10/6/2012 02:49:44,Personal only,0.6496,,Informative (Direct),Well they finally put us under a tornado warning....rotation n progress..God protect us all!,Well they finally put us under a tornado warning....rotation n progress..God protect us all!
204692807,false,finalized,3,10/3/2012 10:42:18,Informative (Direct or Indirect),1.0,,Personal message,Tornado Warning......,Tornado Warning......
204692808,false,finalized,4,10/5/2012 05:13:17,Informative (Direct or Indirect),0.4651,,Personal message,TORNADO WARNING JUST ISSUED,TORNADO WARNING JUST ISSUED
204692809,false,finalized,3,10/5/2012 14:03:54,Informative (Indirect),0.7008,,Personal message,Maaan Denton is on ANOTHER tornado watch/warning. My first choice school of OU got hit apparently. #SoSlightlyBetterIGuess,Maaan Denton is on ANOTHER tornado watch/warning. My first choice school of OU got hit apparently. #SoSlightlyBetterIGuess
204692810,false,finalized,6,10/5/2012 12:15:59,Informative (Direct or Indirect),0.6781,,Personal message,tornado sirens going off in Grapevine Texas.,tornado sirens going off in Grapevine Texas.
204692811,false,finalized,6,10/5/2012 12:14:25,Informative (Direct),0.5038,,Personal message,under tornado and bad weather..please pray for manhattan!,under tornado and bad weather..please pray for manhattan!
204692812,false,finalized,3,10/4/2012 23:30:22,Personal only,1.0,,Personal message,Man that tornado was crazy...,Man that tornado was crazy...
204692813,false,finalized,3,10/3/2012 13:29:32,Personal only,0.6399,,Other,Tornado.    0__o,Tornado.    0__o
204692814,false,finalized,3,10/5/2012 12:10:11,Personal only,0.6828,,Personal message,@trniii Been great. Are you on Tornado watch?,@trniii Been great. Are you on Tornado watch?
204692815,false,finalized,3,10/3/2012 13:13:49,Personal only,0.6951,,Personal message,tornado warning. cool.,tornado warning. cool.
204692816,false,finalized,3,10/5/2012 03:04:37,Personal only,0.6666,,Personal message,"Only in Oklahoma can the words ""class F5 tornado"" prompt people to go walk outside to see it for themselves. Grr and ar ...","RT @stokespsych: Only in Oklahoma can the words ""class F5 tornado"" prompt people to go walk outside to see it for themselves. Grr and ar ..."
204692817,false,finalized,3,10/6/2012 03:10:00,Informative (Direct or Indirect),1.0,,Personal message,Tornado warning...,Tornado warning...
204692818,false,finalized,4,10/5/2012 08:44:02,Informative (Direct or Indirect),0.7232,,Personal message,Tornado warning...,Tornado warning...
204692819,false,finalized,3,10/3/2012 13:14:29,Informative (Direct),0.6754,,Personal message,Soooo chorus concert stops in the middle for tornado warning; sitting in the school,Soooo chorus concert stops in the middle for tornado warning; sitting in the school
204692820,false,finalized,4,10/5/2012 01:15:09,Personal only,0.4768,,Personal message,The team was in a tornado shelter!!! I missed that. (@ Renaissance Oklahoma City Convention Center) http://4sq.com/jPdwlu,The team was in a tornado shelter!!! I missed that. (@ Renaissance Oklahoma City Convention Center) http://4sq.com/jPdwlu
204692821,false,finalized,3,10/4/2012 14:09:42,Informative (Indirect),0.3386,,Informative (Direct),Tornado warning for a county 30 minutes from here. I'll keep you all posted. *sigh*,Tornado warning for a county 30 minutes from here. I'll keep you all posted. *sigh*
204692822,false,finalized,3,10/5/2012 13:38:33,Informative (Direct or Indirect),0.6798,,Informative (Direct),YIKES!!  Tornado watch with softball and golfball size hail may be on the way.,YIKES!!  Tornado watch with softball and golfball size hail may be on the way.
204692823,false,finalized,4,10/5/2012 00:39:42,Personal only,0.7475,,Personal message,Possible tornado! Mom is flipping shit lol,Possible tornado! Mom is flipping shit lol
204692824,false,finalized,4,10/5/2012 02:15:23,Personal only,1.0,,Personal message,please pray for the tornado victims.. PLEASE..,RT @ddlovato: please pray for the tornado victims.. PLEASE..
204692825,false,finalized,3,10/5/2012 00:32:26,Personal only,1.0,,Personal message,We are officially on Tornado warning here!!! Pray for us!! Check in when its over!!! Recon and @FoxieNews OUT!!!!,We are officially on Tornado warning here!!! Pray for us!! Check in when its over!!! Recon and @FoxieNews OUT!!!!
204692826,false,finalized,3,10/5/2012 02:53:26,Informative (Direct or Indirect),1.0,,Personal message,Tornado warning.,Tornado warning.
204692827,false,finalized,3,10/5/2012 00:06:02,Informative (Direct),0.6102,,Personal message,Fuck you tornado sirens...shit is making a long meeting longer,Fuck you tornado sirens...shit is making a long meeting longer
204692828,false,finalized,3,10/5/2012 22:11:29,Informative (Direct or Indirect),0.6415,,Personal message,New tornado warning for Northern Parker County until 7:45.,RT @cbs11news: New tornado warning for Northern Parker County until 7:45.
204692829,false,finalized,3,10/6/2012 03:18:02,Informative (Direct),0.6867,,Personal message,Tornado warnings just sounded. #Godissovereign,Tornado warnings just sounded. #Godissovereign
204692830,false,finalized,3,10/3/2012 23:21:47,Informative (Indirect),0.6965,,Personal message,(Blippitt News) Piedmont Oklahoma Tornado Caught on Film (VIDEO) http://bit.ly/iwPxD2,(Blippitt News) Piedmont Oklahoma Tornado Caught on Film (VIDEO) http://bit.ly/iwPxD2
204692831,false,finalized,4,10/5/2012 00:04:41,Informative (Direct or Indirect),0.7406,,Informative (Direct),Let's take it easy on these tornado jokes guys 7 confirmed dead so far.,Let's take it easy on these tornado jokes guys 7 confirmed dead so far.
204692832,false,finalized,3,10/5/2012 00:43:05,Personal only,0.64,,Informative (Direct),I missed the big tornado by 3 minutes and less than a mile,I missed the big tornado by 3 minutes and less than a mile
204692833,false,finalized,4,10/5/2012 15:28:14,Personal only,0.5366,,Informative (Direct),Hey i hope all my ppl in north Tarrant County are taking shelter... rain wrapped tornado on the ground,Hey i hope all my ppl in north Tarrant County are taking shelter... rain wrapped tornado on the ground
204692834,false,finalized,3,10/5/2012 15:42:55,Personal only,0.6431,,Informative (Direct),Hey i hope all my ppl in north Tarrant County are taking shelter... rain wrapped tornado on the ground,Hey i hope all my ppl in north Tarrant County are taking shelter... rain wrapped tornado on the ground
204692835,false,finalized,4,10/4/2012 06:39:17,Personal only,0.5014,,Personal message,Be safe! RT @ReconChesty: We are officially on Tornado warning here!!! Pray for us!! Check in when its over!!! Recon and @FoxieNews OUT!!!!,Be safe! RT @ReconChesty: We are officially on Tornado warning here!!! Pray for us!! Check in when its over!!! Recon and @FoxieNews OUT!!!!
204692836,false,finalized,3,10/3/2012 16:18:37,Informative (Direct),0.3557,,Personal message,Showing possible #tornado near Madill #Oklahoma. Storm has very strong rotation. Seek shelter ENE of this cell! #OKWX  ...,RT @weathertrek: Showing possible #tornado near Madill #Oklahoma. Storm has very strong rotation. Seek shelter ENE of this cell! #OKWX  ...
204692837,false,finalized,4,10/3/2012 05:18:02,Personal only,0.5135,,Other,Tornado #12?,Tornado #12?
204692838,false,finalized,3,10/6/2012 03:25:57,Personal only,1.0,,Personal message,F*** A Tornado Team We Still Got Pick Up At 10 Tonight,F*** A Tornado Team We Still Got Pick Up At 10 Tonight
204692839,false,finalized,4,10/4/2012 23:50:51,Informative (Indirect),0.7649,,Personal message,Tornado in Denton County TX now reported to be near Lantana. Warning info and radar:... http://fb.me ...,RT @rolandsmartin: RT @TWCBreaking Tornado in Denton County TX now reported to be near Lantana. Warning info and radar:... http://fb.me ...
204692840,false,finalized,3,10/5/2012 14:35:12,Informative (Direct or Indirect),0.3372,,Personal message,These tornado stories are sad :-(,These tornado stories are sad :-(
204692841,false,finalized,4,10/4/2012 23:51:21,Informative (Direct or Indirect),0.7816,,Personal message,Tornado Warning,Tornado Warning
204692842,false,finalized,3,10/6/2012 00:46:13,Personal only,1.0,,Personal message,Speaking of #besafe ... Just got an email from a reader in the tornado path ...,Speaking of #besafe ... Just got an email from a reader in the tornado path ...
204692843,false,finalized,4,10/5/2012 00:32:33,Informative (Indirect),0.7273,,Personal message,Tornado Kills 89 in Missouri. http://t.co/tdjuiFh,Tornado Kills 89 in Missouri. http://t.co/tdjuiFh
204692844,false,finalized,3,10/5/2012 13:40:52,Personal only,1.0,,Personal message,tornado has touchdown damn,tornado has touchdown damn
204692845,false,finalized,3,10/3/2012 14:19:55,Other,0.3585,,Personal message,R-T if you under a thunderstorm / tornado watch!,R-T if you under a thunderstorm / tornado watch!
204692846,false,finalized,3,10/3/2012 05:19:40,Personal only,0.6794,,Personal message,Nasty nasty storms comin' in.  Tornado Watches are goin' up...eek,Nasty nasty storms comin' in.  Tornado Watches are goin' up...eek
204692847,false,finalized,3,10/4/2012 13:26:33,Personal only,0.6885,,Personal message,Tornado Warnings.. Just Great !,Tornado Warnings.. Just Great !
204692848,false,finalized,3,10/5/2012 19:00:09,Personal only,0.6573,,Personal message,Those poor people in Joplin another tornado watch. What is going on here?,Those poor people in Joplin another tornado watch. What is going on here?
204692849,false,finalized,3,10/4/2012 03:05:15,Informative (Direct),0.703,,Personal message,Outside with the entire apt complex sky watching and listening to tornado sirens. Never felt closer to my neighbors!,Outside with the entire apt complex sky watching and listening to tornado sirens. Never felt closer to my neighbors!
204692850,false,finalized,3,10/4/2012 01:52:29,Informative (Indirect),0.6762,,Personal message,The stories of parents looking for kids coming out of the #joplintornado are absolutely gut wrenching,The stories of parents looking for kids coming out of the #joplintornado are absolutely gut wrenching
204692851,false,finalized,3,10/5/2012 00:55:45,Informative (Indirect),1.0,,Personal message,#Tornado that killed 122 in Joplin Missouri was EF-5 with top winds of 200+ mph http://on.cnn.com/meJujw,RT @cnnbrk: #Tornado that killed 122 in Joplin Missouri was EF-5 with top winds of 200+ mph http://on.cnn.com/meJujw
204692852,false,finalized,3,10/5/2012 00:43:01,Informative (Direct or Indirect),0.5932,,Personal message,Tornado near Moore and Norman OK has lifted for now. Tornado down NE of Washington OK,Tornado near Moore and Norman OK has lifted for now. Tornado down NE of Washington OK
204692853,false,finalized,3,10/5/2012 19:44:43,Informative (Direct),0.6503,,Personal message,Absolutely no wind in Midtown Tulsa right now. Terrifying. Waiting for the spin to hit us just south of Mannford/Entering SS. #okwx,Absolutely no wind in Midtown Tulsa right now. Terrifying. Waiting for the spin to hit us just south of Mannford/Entering SS. #okwx
204692854,false,finalized,5,10/4/2012 23:49:54,Personal only,1.0,,Personal message,These tornado warnings here gon get on my nerves.,These tornado warnings here gon get on my nerves.
204692855,false,finalized,3,10/4/2012 22:11:46,Personal only,0.6436,,Other,maxi-tornado,maxi-tornado
204692856,false,finalized,3,10/4/2012 04:06:06,Personal only,1.0,,Personal message,#pray  #joplin  #oklahoma  and for my missing friend,#pray  #joplin  #oklahoma  and for my missing friend
204692857,false,finalized,3,10/5/2012 08:42:20,Informative (Direct or Indirect),0.6952,,Personal message,More Tornado's for the Midwest,More Tornado's for the Midwest
204692858,false,finalized,3,10/4/2012 00:07:44,Informative (Indirect),1.0,,Personal message,Tornado reported 2 miles west of Azle TX.  This is to the northwest of Ft. Worth.  Radar warning info: http://wxch.nl ...,RT @TWCBreaking: Tornado reported 2 miles west of Azle TX.  This is to the northwest of Ft. Worth.  Radar warning info: http://wxch.nl ...
204692859,false,finalized,3,10/3/2012 19:51:15,Informative (Direct or Indirect),0.68,,Personal message,@iamjaykeys we under a tornado warning,@iamjaykeys we under a tornado warning
204692860,false,finalized,4,10/4/2012 15:18:07,Personal only,0.5172,,Personal message,@CurlyAndLovely: @ShrenAKO Wait...are you still on a tornado watch?!&lt;&lt; Nope,@CurlyAndLovely: @ShrenAKO Wait...are you still on a tornado watch?!&lt;&lt; Nope
204692861,false,finalized,3,10/4/2012 08:18:22,Personal only,0.3568,,Personal message,Tornado watch until 3am.  Of course we just got our new garage door today.  *sigh*,Tornado watch until 3am.  Of course we just got our new garage door today.  *sigh*
204692862,false,finalized,4,10/4/2012 22:44:10,Personal only,0.7549,,Other,Sweet tornado #ohwait,Sweet tornado #ohwait
204692863,false,finalized,4,10/5/2012 02:22:43,Informative (Direct or Indirect),0.7462,,Personal message,And the tornado watch starts...,And the tornado watch starts...
204692864,false,finalized,3,10/4/2012 03:05:24,Other,1.0,,Personal message,Ohaha engga aib kali caaaal RT @SarahMulyanti: @dhiravindy itu yg di tornado........,Ohaha engga aib kali caaaal RT @SarahMulyanti: @dhiravindy itu yg di tornado........
204692865,false,finalized,4,10/5/2012 15:35:42,Personal only,0.7624,,Personal message,If a tornado comes to columbia tonight I will have suffered thru two natural disasters at work.,If a tornado comes to columbia tonight I will have suffered thru two natural disasters at work.
204692866,false,finalized,4,10/3/2012 22:14:00,Informative (Direct),0.7368,,Personal message,Sitting in the locker room at the Y waiting out a tornado warning and here I am without my 2m HT. Dang!,Sitting in the locker room at the Y waiting out a tornado warning and here I am without my 2m HT. Dang!
204692867,false,finalized,3,10/4/2012 13:41:27,Personal only,1.0,,Personal message,So how have these tornados gotten so bad? It's it freak weather conditions? Is it in the area known as tornado ally?,So how have these tornados gotten so bad? It's it freak weather conditions? Is it in the area known as tornado ally?
204692868,false,finalized,3,10/5/2012 14:03:54,Informative (Direct),1.0,,Personal message,TORNADO COMING!! GOING TO THE CELLAR!!!!,TORNADO COMING!! GOING TO THE CELLAR!!!!
