,category,description,ends,event,headline,messageType,place,senderName,sent,severity,urgency
230,Met,"Big Sioux River near Estelline
Big Sioux River Near Bruce
Big Sioux River Near Brookings
Big Sioux River near Flandreau
Big Sioux River near Egan
Big Sioux River near Trent
Big Sioux River near Dell Rapids
Big Sioux River below Dell Rapids
Big Sioux River At Sioux Falls I-90
Big Sioux River At Sioux Falls Western Avenue
Big Sioux River At Sioux Falls North Cliff
Big Sioux River at Brandon
Big Sioux River near Canton
Big Sioux River at Fairview
Big Sioux River above Hawarden
Big Sioux River At Akron
Big Sioux River near Richland
N. Branch Pipestone Creek near Pipestone
Pipestone Creek below Pipestone
Split Rock Creek Below Jasper
Split Rock Creek Near Corson

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The Flood Warning continues for
The Big Sioux River Near Brookings.
* until further notice.
* At 10AM Tuesday the stage was 11.52 feet.
* Moderate flooding is occurring and Major flooding is forecast.
* Flood stage is 9.00 feet.
* Forecast...The river will crest near 12.8 feet by Friday April 19
then begin falling.
* At stages near 13.0 feet...The bridge 1 mile south of Medary on
471st Avenue is overtopped.",,Flood Warning,Flood Warning issued April 16 at 11:22AM CDT by NWS Sioux Falls SD,Update,"Brookings, SD; Moody, SD",NWS Sioux Falls SD,2019-04-16 16:22:00,Severe,Immediate
231,Met,"Big Sioux River near Estelline
Big Sioux River Near Bruce
Big Sioux River Near Brookings
Big Sioux River near Flandreau
Big Sioux River near Egan
Big Sioux River near Trent
Big Sioux River near Dell Rapids
Big Sioux River below Dell Rapids
Big Sioux River At Sioux Falls I-90
Big Sioux River At Sioux Falls Western Avenue
Big Sioux River At Sioux Falls North Cliff
Big Sioux River at Brandon
Big Sioux River near Canton
Big Sioux River at Fairview
Big Sioux River above Hawarden
Big Sioux River At Akron
Big Sioux River near Richland
N. Branch Pipestone Creek near Pipestone
Pipestone Creek below Pipestone
Split Rock Creek Below Jasper
Split Rock Creek Near Corson

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The Flood Warning continues for
The Pipestone Creek below Pipestone.
* until further notice.
* At 10AM Tuesday the stage was 1595.03 feet.
* Flood stage is 1595.00 feet.
* Recent activity...The river rose above flood stage on Tuesday April
16.
* At stages near 1595 feet...The ditches fill and pasture lands start
to flood.",,Flood Warning,Flood Warning issued April 16 at 11:22AM CDT by NWS Sioux Falls SD,Update,"Pipestone, MN",NWS Sioux Falls SD,2019-04-16 16:22:00,Severe,Immediate
232,Met,"Big Sioux River near Estelline
Big Sioux River Near Bruce
Big Sioux River Near Brookings
Big Sioux River near Flandreau
Big Sioux River near Egan
Big Sioux River near Trent
Big Sioux River near Dell Rapids
Big Sioux River below Dell Rapids
Big Sioux River At Sioux Falls I-90
Big Sioux River At Sioux Falls Western Avenue
Big Sioux River At Sioux Falls North Cliff
Big Sioux River at Brandon
Big Sioux River near Canton
Big Sioux River at Fairview
Big Sioux River above Hawarden
Big Sioux River At Akron
Big Sioux River near Richland
N. Branch Pipestone Creek near Pipestone
Pipestone Creek below Pipestone
Split Rock Creek Below Jasper
Split Rock Creek Near Corson

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The Flood Warning continues for
The Big Sioux River above Hawarden.
* until further notice.
* At 10AM Tuesday the stage was 25.12 feet.
* Moderate flooding is occurring and Moderate flooding is forecast.
* Flood stage is 20.50 feet.
* Forecast...The river will crest near 26.5 feet by Friday April 19
then begin falling.",,Flood Warning,Flood Warning issued April 16 at 11:22AM CDT by NWS Sioux Falls SD,Update,"Plymouth, IA; Union, SD; Sioux, IA",NWS Sioux Falls SD,2019-04-16 16:22:00,Severe,Immediate
233,Met,"Big Sioux River near Estelline
Big Sioux River Near Bruce
Big Sioux River Near Brookings
Big Sioux River near Flandreau
Big Sioux River near Egan
Big Sioux River near Trent
Big Sioux River near Dell Rapids
Big Sioux River below Dell Rapids
Big Sioux River At Sioux Falls I-90
Big Sioux River At Sioux Falls Western Avenue
Big Sioux River At Sioux Falls North Cliff
Big Sioux River at Brandon
Big Sioux River near Canton
Big Sioux River at Fairview
Big Sioux River above Hawarden
Big Sioux River At Akron
Big Sioux River near Richland
N. Branch Pipestone Creek near Pipestone
Pipestone Creek below Pipestone
Split Rock Creek Below Jasper
Split Rock Creek Near Corson

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The Flood Warning continues for
The Big Sioux River near Richland.
* until further notice.
* At 11AM Tuesday the stage was 1120.08 feet.
* Flood stage is 1117.00 feet.
* At stages near 1121 feet...Some farm levees will be overtopped and
some farm buildings will be flooded.",,Flood Warning,Flood Warning issued April 16 at 11:22AM CDT by NWS Sioux Falls SD,Update,"Plymouth, IA; Union, SD",NWS Sioux Falls SD,2019-04-16 16:22:00,Severe,Immediate
234,Met,"Big Sioux River near Estelline
Big Sioux River Near Bruce
Big Sioux River Near Brookings
Big Sioux River near Flandreau
Big Sioux River near Egan
Big Sioux River near Trent
Big Sioux River near Dell Rapids
Big Sioux River below Dell Rapids
Big Sioux River At Sioux Falls I-90
Big Sioux River At Sioux Falls Western Avenue
Big Sioux River At Sioux Falls North Cliff
Big Sioux River at Brandon
Big Sioux River near Canton
Big Sioux River at Fairview
Big Sioux River above Hawarden
Big Sioux River At Akron
Big Sioux River near Richland
N. Branch Pipestone Creek near Pipestone
Pipestone Creek below Pipestone
Split Rock Creek Below Jasper
Split Rock Creek Near Corson

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The Flood Warning continues for
The Big Sioux River At Sioux Falls I-90.
* until further notice.
* At 11AM Tuesday the stage was 14.84 feet.
* Minor flooding is occurring and Moderate flooding is forecast.
* Flood stage is 12.00 feet.
* Forecast...The river will crest near 16.2 feet by Monday April 22
then begin falling.
* At stages near 17.0 feet...Flooding begins to affect roads, homes,
and businesses in Renner.",,Flood Warning,Flood Warning issued April 16 at 11:22AM CDT by NWS Sioux Falls SD,Update,"Minnehaha, SD",NWS Sioux Falls SD,2019-04-16 16:22:00,Severe,Immediate
235,Met,"Big Sioux River near Estelline
Big Sioux River Near Bruce
Big Sioux River Near Brookings
Big Sioux River near Flandreau
Big Sioux River near Egan
Big Sioux River near Trent
Big Sioux River near Dell Rapids
Big Sioux River below Dell Rapids
Big Sioux River At Sioux Falls I-90
Big Sioux River At Sioux Falls Western Avenue
Big Sioux River At Sioux Falls North Cliff
Big Sioux River at Brandon
Big Sioux River near Canton
Big Sioux River at Fairview
Big Sioux River above Hawarden
Big Sioux River At Akron
Big Sioux River near Richland
N. Branch Pipestone Creek near Pipestone
Pipestone Creek below Pipestone
Split Rock Creek Below Jasper
Split Rock Creek Near Corson

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The Flood Warning continues for
The Big Sioux River Near Bruce.
* until further notice.
* At 10AM Tuesday the stage was 9.69 feet.
* Flood stage is 8.00 feet.
* At stages near 9.5 feet...The right bank overflows flooding
agricultural lands for as much as 1/4 mile.",,Flood Warning,Flood Warning issued April 16 at 11:22AM CDT by NWS Sioux Falls SD,Update,"Brookings, SD",NWS Sioux Falls SD,2019-04-16 16:22:00,Severe,Immediate
236,Met,"Big Sioux River near Estelline
Big Sioux River Near Bruce
Big Sioux River Near Brookings
Big Sioux River near Flandreau
Big Sioux River near Egan
Big Sioux River near Trent
Big Sioux River near Dell Rapids
Big Sioux River below Dell Rapids
Big Sioux River At Sioux Falls I-90
Big Sioux River At Sioux Falls Western Avenue
Big Sioux River At Sioux Falls North Cliff
Big Sioux River at Brandon
Big Sioux River near Canton
Big Sioux River at Fairview
Big Sioux River above Hawarden
Big Sioux River At Akron
Big Sioux River near Richland
N. Branch Pipestone Creek near Pipestone
Pipestone Creek below Pipestone
Split Rock Creek Below Jasper
Split Rock Creek Near Corson

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The Flood Warning continues for
The N. Branch Pipestone Creek near Pipestone.
* until further notice.
* At 10AM Tuesday the stage was 44.22 feet.
* Flood stage is 44.00 feet.
* At stages near 44.0 feet...Flooding begins to affect pasture lands.",,Flood Warning,Flood Warning issued April 16 at 11:22AM CDT by NWS Sioux Falls SD,Update,"Pipestone, MN",NWS Sioux Falls SD,2019-04-16 16:22:00,Severe,Immediate
237,Met,"Big Sioux River near Estelline
Big Sioux River Near Bruce
Big Sioux River Near Brookings
Big Sioux River near Flandreau
Big Sioux River near Egan
Big Sioux River near Trent
Big Sioux River near Dell Rapids
Big Sioux River below Dell Rapids
Big Sioux River At Sioux Falls I-90
Big Sioux River At Sioux Falls Western Avenue
Big Sioux River At Sioux Falls North Cliff
Big Sioux River at Brandon
Big Sioux River near Canton
Big Sioux River at Fairview
Big Sioux River above Hawarden
Big Sioux River At Akron
Big Sioux River near Richland
N. Branch Pipestone Creek near Pipestone
Pipestone Creek below Pipestone
Split Rock Creek Below Jasper
Split Rock Creek Near Corson

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The Flood Warning continues for
The Big Sioux River At Sioux Falls Western Avenue.
* until further notice.
* At 11AM Tuesday the stage was 8.09 feet.
* Flood stage is 8.00 feet.
* Recent activity...The river rose above flood stage on Tuesday April
16.
* At stages near 8.0 feet...Flooding beings to affect Sherman Dog
Park and the lower portions of Tuthill Park in southern Sioux Falls.",,Flood Warning,Flood Warning issued April 16 at 11:22AM CDT by NWS Sioux Falls SD,Update,"Minnehaha, SD; Lincoln, SD",NWS Sioux Falls SD,2019-04-16 16:22:00,Severe,Immediate
238,Met,"Big Sioux River near Estelline
Big Sioux River Near Bruce
Big Sioux River Near Brookings
Big Sioux River near Flandreau
Big Sioux River near Egan
Big Sioux River near Trent
Big Sioux River near Dell Rapids
Big Sioux River below Dell Rapids
Big Sioux River At Sioux Falls I-90
Big Sioux River At Sioux Falls Western Avenue
Big Sioux River At Sioux Falls North Cliff
Big Sioux River at Brandon
Big Sioux River near Canton
Big Sioux River at Fairview
Big Sioux River above Hawarden
Big Sioux River At Akron
Big Sioux River near Richland
N. Branch Pipestone Creek near Pipestone
Pipestone Creek below Pipestone
Split Rock Creek Below Jasper
Split Rock Creek Near Corson

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The Flood Warning continues for
The Split Rock Creek Below Jasper.
* until further notice.
* At 10AM Tuesday the stage was 94.67 feet.
* Flood stage is 91.00 feet.
* At stages near 96.0 feet...The higher banks on this stretch of the
creek are overtopped.",,Flood Warning,Flood Warning issued April 16 at 11:22AM CDT by NWS Sioux Falls SD,Update,"Rock, MN; Minnehaha, SD",NWS Sioux Falls SD,2019-04-16 16:22:00,Severe,Immediate
239,Met,"Big Sioux River near Estelline
Big Sioux River Near Bruce
Big Sioux River Near Brookings
Big Sioux River near Flandreau
Big Sioux River near Egan
Big Sioux River near Trent
Big Sioux River near Dell Rapids
Big Sioux River below Dell Rapids
Big Sioux River At Sioux Falls I-90
Big Sioux River At Sioux Falls Western Avenue
Big Sioux River At Sioux Falls North Cliff
Big Sioux River at Brandon
Big Sioux River near Canton
Big Sioux River at Fairview
Big Sioux River above Hawarden
Big Sioux River At Akron
Big Sioux River near Richland
N. Branch Pipestone Creek near Pipestone
Pipestone Creek below Pipestone
Split Rock Creek Below Jasper
Split Rock Creek Near Corson

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The Flood Warning continues for
The Big Sioux River near Flandreau.
* until further notice.
* At 11AM Tuesday the stage was 1540.81 feet.
* Flood stage is 1540.00 feet.
* At stages near 1541 feet...479th Avenue between 224th and 225th
Streets begins to flood.",,Flood Warning,Flood Warning issued April 16 at 11:22AM CDT by NWS Sioux Falls SD,Update,"Moody, SD",NWS Sioux Falls SD,2019-04-16 16:22:00,Severe,Immediate
194,Met,"James River At Huron
James River Near Forestburg
James River At Mitchell
James River Near Scotland
James River Above Yankton
Firesteel Creek Near Mount Vernon
Lake Francis Case At Chamberlain
Missouri River At Niobrara
Missouri River At Springfield
West Fork Vermillion River Near Parker
East Fork Vermillion River Near Parker
Vermillion River Near Davis
Vermillion River Near Wakonda

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The Flood Warning continues for
The James River At Mitchell.
* until further notice.
* At 10AM Tuesday the stage was 22.18 feet.
* Major flooding is occurring and Major flooding is forecast.
* Flood stage is 17.00 feet.
* Forecast...The river will continue rising to near 24.7 feet by
Thursday April 25. Additional rises may be possible thereafter.
* At stages near 25.0 feet...Water reaches the bottom of the bridge
on 257th Street at the gauge, and Highway 42 east of Ethan will be
flooded.",,Flood Warning,Flood Warning issued April 16 at 11:35AM CDT by NWS Sioux Falls SD,Update,"Hanson, SD; Davison, SD",NWS Sioux Falls SD,2019-04-16 16:35:00,Severe,Immediate
195,Met,"James River At Huron
James River Near Forestburg
James River At Mitchell
James River Near Scotland
James River Above Yankton
Firesteel Creek Near Mount Vernon
Lake Francis Case At Chamberlain
Missouri River At Niobrara
Missouri River At Springfield
West Fork Vermillion River Near Parker
East Fork Vermillion River Near Parker
Vermillion River Near Davis
Vermillion River Near Wakonda

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.",2019-04-24 10:00:00,Flood Warning,Flood Warning issued April 16 at 11:35AM CDT until April 24 at 5:00AM CDT by NWS Sioux Falls SD,Update,"Turner, SD",NWS Sioux Falls SD,2019-04-16 16:35:00,Severe,Immediate
196,Met,"James River At Huron
James River Near Forestburg
James River At Mitchell
James River Near Scotland
James River Above Yankton
Firesteel Creek Near Mount Vernon
Lake Francis Case At Chamberlain
Missouri River At Niobrara
Missouri River At Springfield
West Fork Vermillion River Near Parker
East Fork Vermillion River Near Parker
Vermillion River Near Davis
Vermillion River Near Wakonda

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The Flood Warning continues for
The Vermillion River Near Davis.
* until further notice.
* At 07AM Tuesday the stage was estimated at 11.0 feet.
* Flood stage is 11.00 feet.
* Forecast...the river will crest near 14.0 feet on Sunday April 21.
* At stages near 14.5 feet...The higher banks and levees get
overtopped, and flooding of some rural roads south of Davis begins.
Also 280th Street between 459th and 460th Avenue is flooded.",,Flood Warning,Flood Warning issued April 16 at 11:35AM CDT by NWS Sioux Falls SD,Update,"Turner, SD",NWS Sioux Falls SD,2019-04-16 16:35:00,Severe,Immediate
197,Met,"James River At Huron
James River Near Forestburg
James River At Mitchell
James River Near Scotland
James River Above Yankton
Firesteel Creek Near Mount Vernon
Lake Francis Case At Chamberlain
Missouri River At Niobrara
Missouri River At Springfield
West Fork Vermillion River Near Parker
East Fork Vermillion River Near Parker
Vermillion River Near Davis
Vermillion River Near Wakonda

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The Flood Warning continues for
The James River Near Scotland.
* until further notice.
* At 10AM Tuesday the stage was 18.30 feet.
* Major flooding is occurring and Major flooding is forecast.
* Flood stage is 13.00 feet.
* Forecast...The river will continue rising to near 18.6 feet by
Friday April 26. Additional rises may be possible thereafter.
* At stages near 18.5 feet...Flooding begins to affect some farm
buildings.",,Flood Warning,Flood Warning issued April 16 at 11:35AM CDT by NWS Sioux Falls SD,Update,"Hutchinson, SD; Yankton, SD",NWS Sioux Falls SD,2019-04-16 16:35:00,Severe,Immediate
198,Met,"James River At Huron
James River Near Forestburg
James River At Mitchell
James River Near Scotland
James River Above Yankton
Firesteel Creek Near Mount Vernon
Lake Francis Case At Chamberlain
Missouri River At Niobrara
Missouri River At Springfield
West Fork Vermillion River Near Parker
East Fork Vermillion River Near Parker
Vermillion River Near Davis
Vermillion River Near Wakonda

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The Flood Warning continues for
The Missouri River At Springfield.
* until further notice.
* At 10AM Tuesday the stage was 10.58 feet.
* Flood stage is 10.00 feet.
* At stages near 11.0 feet...The boat landing near Santee is flooded,
and the access road to some of the recreational homes east of the
boat landing is flooded.",,Flood Warning,Flood Warning issued April 16 at 11:35AM CDT by NWS Sioux Falls SD,Update,"Knox, NE; Bon Homme, SD",NWS Sioux Falls SD,2019-04-16 16:35:00,Severe,Immediate
199,Met,"James River At Huron
James River Near Forestburg
James River At Mitchell
James River Near Scotland
James River Above Yankton
Firesteel Creek Near Mount Vernon
Lake Francis Case At Chamberlain
Missouri River At Niobrara
Missouri River At Springfield
West Fork Vermillion River Near Parker
East Fork Vermillion River Near Parker
Vermillion River Near Davis
Vermillion River Near Wakonda

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The Flood Warning continues for
The Vermillion River Near Wakonda.
* until further notice.
* At 07AM Tuesday the stage was estimated at 13.40 feet.
* Major flooding is forecast.
* Flood stage is 14.00 feet.
* Forecast...Rise above flood stage by Tuesday April 16 and crest
near 17.1 feet by Tuesday April 23.
* At stages near 17.0 feet...Highway 19 south of Centerville is
flooded. Water reaches the bottom of the bridge on 302nd Street east
of Colfax Corner, and many of the levees will start to be overtopped
with approximately 25000 acres flooded between Davis and Vermillion.",,Flood Warning,Flood Warning issued April 16 at 11:35AM CDT by NWS Sioux Falls SD,Update,"Clay, SD",NWS Sioux Falls SD,2019-04-16 16:35:00,Severe,Immediate
200,Met,"James River At Huron
James River Near Forestburg
James River At Mitchell
James River Near Scotland
James River Above Yankton
Firesteel Creek Near Mount Vernon
Lake Francis Case At Chamberlain
Missouri River At Niobrara
Missouri River At Springfield
West Fork Vermillion River Near Parker
East Fork Vermillion River Near Parker
Vermillion River Near Davis
Vermillion River Near Wakonda

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.",2019-04-25 00:00:00,Flood Warning,Flood Warning issued April 16 at 11:35AM CDT until April 24 at 7:00PM CDT by NWS Sioux Falls SD,Update,"Davison, SD",NWS Sioux Falls SD,2019-04-16 16:35:00,Severe,Immediate
201,Met,"James River At Huron
James River Near Forestburg
James River At Mitchell
James River Near Scotland
James River Above Yankton
Firesteel Creek Near Mount Vernon
Lake Francis Case At Chamberlain
Missouri River At Niobrara
Missouri River At Springfield
West Fork Vermillion River Near Parker
East Fork Vermillion River Near Parker
Vermillion River Near Davis
Vermillion River Near Wakonda

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The Flood Warning continues for
The Missouri River At Niobrara.
* until further notice.
* At 10AM Tuesday the stage was 23.74 feet.
* Flood stage is 21.00 feet.
* At stages near 24.0 feet...Highway 12 east and west of Niobrara
will be flooded, and the sewage lagoons in Niobrara will be flooded.
Homes and cabins in Running Water will also be threatened by high
water.",,Flood Warning,Flood Warning issued April 16 at 11:35AM CDT by NWS Sioux Falls SD,Update,"Knox, NE; Bon Homme, SD",NWS Sioux Falls SD,2019-04-16 16:35:00,Severe,Immediate
202,Met,"James River At Huron
James River Near Forestburg
James River At Mitchell
James River Near Scotland
James River Above Yankton
Firesteel Creek Near Mount Vernon
Lake Francis Case At Chamberlain
Missouri River At Niobrara
Missouri River At Springfield
West Fork Vermillion River Near Parker
East Fork Vermillion River Near Parker
Vermillion River Near Davis
Vermillion River Near Wakonda

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The Flood Warning continues for
The James River At Huron.
* until further notice.
* At 10AM Tuesday the stage was 15.42 feet.
* Major flooding is occurring and Major flooding is forecast.
* Flood stage is 11.00 feet.
* Forecast...The river will crest near 19.6 feet by Tuesday April 23
then begin falling.
* At stages near 19.6 feet...Highway 14 will begin to flood.",,Flood Warning,Flood Warning issued April 16 at 11:35AM CDT by NWS Sioux Falls SD,Update,"Beadle, SD",NWS Sioux Falls SD,2019-04-16 16:35:00,Severe,Immediate
203,Met,"James River At Huron
James River Near Forestburg
James River At Mitchell
James River Near Scotland
James River Above Yankton
Firesteel Creek Near Mount Vernon
Lake Francis Case At Chamberlain
Missouri River At Niobrara
Missouri River At Springfield
West Fork Vermillion River Near Parker
East Fork Vermillion River Near Parker
Vermillion River Near Davis
Vermillion River Near Wakonda

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The Flood Warning continues for
The Lake Francis Case At Chamberlain.
* until further notice.
* At 10AM Tuesday the stage was 65.44 feet.
* Flood stage is 65.00 feet.
* At stages near 65.0 feet...American Creek marina just upstream of
the gauge will begin flooding, and water reaches the top of the boat
ramp near Buryanek camp ground.",,Flood Warning,Flood Warning issued April 16 at 11:35AM CDT by NWS Sioux Falls SD,Update,"Brule, SD",NWS Sioux Falls SD,2019-04-16 16:35:00,Severe,Immediate
204,Met,"James River At Huron
James River Near Forestburg
James River At Mitchell
James River Near Scotland
James River Above Yankton
Firesteel Creek Near Mount Vernon
Lake Francis Case At Chamberlain
Missouri River At Niobrara
Missouri River At Springfield
West Fork Vermillion River Near Parker
East Fork Vermillion River Near Parker
Vermillion River Near Davis
Vermillion River Near Wakonda

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The Flood Warning continues for
The West Fork Vermillion River Near Parker.
* until Thursday evening.
* At 10AM Tuesday the stage was 9.46 feet.
* Minor flooding is occurring and Minor flooding is forecast.
* Flood stage is 9.00 feet.
* Recent activity...The river rose above flood stage on Tuesday April
16.
* Forecast...The river will crest near 9.6 feet by Tuesday April 16.
The river will fall below flood stage Wednesday April 17.
* At stages near 10.0 feet...Moderate flooding of agricultural land
begins.",2019-04-19 00:00:00,Flood Warning,Flood Warning issued April 16 at 11:35AM CDT until April 18 at 7:00PM CDT by NWS Sioux Falls SD,Update,"Turner, SD",NWS Sioux Falls SD,2019-04-16 16:35:00,Severe,Immediate
205,Met,"James River At Huron
James River Near Forestburg
James River At Mitchell
James River Near Scotland
James River Above Yankton
Firesteel Creek Near Mount Vernon
Lake Francis Case At Chamberlain
Missouri River At Niobrara
Missouri River At Springfield
West Fork Vermillion River Near Parker
East Fork Vermillion River Near Parker
Vermillion River Near Davis
Vermillion River Near Wakonda

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The Flood Warning continues for
The James River Near Forestburg.
* until further notice.
* At 10AM Tuesday the stage was 15.73 feet.
* Moderate flooding is occurring and Major flooding is forecast.
* Flood stage is 12.00 feet.
* Forecast...The river will crest near 19.1 feet by Thursday April 25
then begin falling.
* At stages near 19.0 feet...The bridge on Highway 34 is overtopped,
and the water reaches the bottom of the bridge at the gauge on 407th
Avenue.",,Flood Warning,Flood Warning issued April 16 at 11:35AM CDT by NWS Sioux Falls SD,Update,"Sanborn, SD",NWS Sioux Falls SD,2019-04-16 16:35:00,Severe,Immediate
206,Met,"James River At Huron
James River Near Forestburg
James River At Mitchell
James River Near Scotland
James River Above Yankton
Firesteel Creek Near Mount Vernon
Lake Francis Case At Chamberlain
Missouri River At Niobrara
Missouri River At Springfield
West Fork Vermillion River Near Parker
East Fork Vermillion River Near Parker
Vermillion River Near Davis
Vermillion River Near Wakonda

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The Flood Warning continues for
The James River Above Yankton.
* until further notice.
* At 11AM Tuesday the stage was 18.82 feet.
* Major flooding is occurring and Major flooding is forecast.
* Flood stage is 12.00 feet.
* Forecast...The river will continue rising to near 19.8 feet by
Friday April 26. Additional rises may be possible thereafter.
* At stages near 18.5 feet...SW Jim River Road near 305th Street
begins flooding.",,Flood Warning,Flood Warning issued April 16 at 11:35AM CDT by NWS Sioux Falls SD,Update,"Yankton, SD",NWS Sioux Falls SD,2019-04-16 16:35:00,Severe,Immediate
46,Met,"Rock River Near Hardwick

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The National Weather Service in Sioux Falls has issued a

* Flood Warning for
The Rock River Near Hardwick.
* until further notice.
* At 03 PM Tuesday the stage was 14.36 feet.
* Flood stage is 14.00 feet.
* At stages near 14.0 feet...The lower left bank overflows flooding
low lying agricultural lands.",,Flood Warning,Flood Warning issued April 16 at 4:33PM CDT by NWS Sioux Falls SD,Alert,"Rock, MN",NWS Sioux Falls SD,2019-04-16 21:33:00,Severe,Expected
8,Met,"Pipestone Creek at Pipestone
Skunk Creek Near Hartford
Redwood River At Russell

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The National Weather Service in Sioux Falls has issued a

* Flood Warning for
The Redwood River At Russell.
* until further notice.
* At 06PM Tuesday the stage was 14.12 feet.
* Flood stage is 14.00 feet.
* At stages near 14.0 feet...The right bank overflows flooding some
low lying areas.",,Flood Warning,Flood Warning issued April 16 at 7:25PM CDT by NWS Sioux Falls SD,Alert,"Lyon, MN",NWS Sioux Falls SD,2019-04-17 00:25:00,Severe,Expected
9,Met,"Pipestone Creek at Pipestone
Skunk Creek Near Hartford
Redwood River At Russell

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The National Weather Service in Sioux Falls has issued a

* Flood Warning for
The Skunk Creek Near Hartford.
* until further notice.
* At 06PM Tuesday the stage was 10.00 feet.
* Flood stage is 10.00 feet.
* At stages near 10.0 feet...The lower banks on both sides of Skunk
Creek are overtopped flooding low lying pasture land.",,Flood Warning,Flood Warning issued April 16 at 7:25PM CDT by NWS Sioux Falls SD,Alert,"Minnehaha, SD",NWS Sioux Falls SD,2019-04-17 00:25:00,Severe,Expected
10,Met,"Pipestone Creek at Pipestone
Skunk Creek Near Hartford
Redwood River At Russell

.The following river forecasts include forecast precipitation through
tonight. Any additional future rains could affect the crest
forecasts.
The National Weather Service in Sioux Falls has issued a

* Flood Warning for
The Pipestone Creek at Pipestone.
* until further notice.
* At 06PM Tuesday the stage was 16.13 feet.
* Flood stage is 16.00 feet.
* At stages near 16.0 feet...The lower left bank overflows.",,Flood Warning,Flood Warning issued April 16 at 7:25PM CDT by NWS Sioux Falls SD,Alert,"Pipestone, MN",NWS Sioux Falls SD,2019-04-17 00:25:00,Severe,Expected
372,Met,"Kaskaskia River at Carlyle TW

.This Flood Warning is a result of releases from Carlyle Dam...
The Flood Warning continues for
the Kaskaskia River at Carlyle TW
* until further notice.
* At  9:00 AM Tuesday the stage was 425.9 feet.
* Flood stage is 423.5 feet.
* Minor flooding is forecast.
* The river will continue to fall to a stage of 425.8 feet by
tomorrow morning.",,Flood Warning,Flood Warning issued April 16 at 10:01AM CDT by NWS St Louis MO,Update,"Clinton, IL",NWS St Louis MO,2019-04-16 15:01:00,Severe,Immediate
349,Met,"The Flood Warning continues for
the Meramec River near Arnold
* until further notice.
* At  9:30 AM Tuesday the stage was 30.3 feet.
* Flood stage is 24.0 feet.
* Minor flooding is forecast.
* The river is forecast to continue rising to near 30.3 feet by this
afternoon. Additional rises may be possible thereafter.",,Flood Warning,Flood Warning issued April 16 at 10:10AM CDT by NWS St Louis MO,Update,"Jefferson, MO; St. Louis, MO",NWS St Louis MO,2019-04-16 15:10:00,Severe,Immediate
285,Met,"The Flood Warning continues for
the Cuivre River at Old Monroe
* until further notice.
* At 10:30 AM Tuesday the stage was 27.8 feet.
* Flood stage is 24.0 feet.
* Moderate flooding is forecast.
* The river is forecast to continue falling to a stage of 27.4 feet
by tomorrow morning.",,Flood Warning,Flood Warning issued April 16 at 10:46AM CDT by NWS St Louis MO,Update,"Lincoln, MO",NWS St Louis MO,2019-04-16 15:54:49,Severe,Immediate
